TicketID,CustomerID,IssueType,ResolutionTime,FeedbackScore
2166,2700,General,65,5
2167,2018,Payment,56,6
2168,2225,Payment,30,9
2169,2105,Technical,59,3
2170,2999,Payment,58,1
2171,2718,Payment,10,8
2172,2698,General,21,2
2173,2065,Technical,56,2
2174,2333,General,26,4
2175,2372,Payment,15,5
2176,2207,Payment,35,1
2177,2229,Payment,15,3
2178,2581,Technical,6,8
2179,2142,Payment,28,6
2180,2718,Payment,63,3
2181,2686,General,29,7
2182,2709,Technical,48,6
2183,2331,Payment,63,5
2184,2928,General,58,8
2185,2819,Payment,21,8
2186,2709,General,22,3
2187,2740,Payment,27,8
2188,2271,Technical,57,9
2189,2949,Technical,10,3
2190,2711,General,22,8
2191,2325,Payment,44,8
2192,2990,Technical,28,7
2193,2527,Payment,50,8
2194,2798,Technical,51,1
2195,2846,General,1,3
2196,2920,Technical,34,6
2197,2728,Payment,35,7
2198,2547,Payment,61,7
2199,2069,Payment,30,6
2200,2908,General,68,4
2201,2212,General,40,5
2202,2558,Payment,65,9
2203,2382,Payment,37,1
2204,2965,Technical,64,2
2205,2760,Technical,1,5
2206,2420,Technical,15,5
2207,2597,Payment,13,7
2208,2048,Technical,29,8
2209,2231,Payment,55,6
2210,2579,General,45,6
2211,2477,Technical,4,5
2212,2950,Payment,64,5
2213,2089,Payment,15,8
2214,2731,General,48,5
2215,2932,General,56,6
2216,2052,General,70,3
2217,2534,General,15,5
2218,2422,Technical,39,9
2219,2611,General,69,3
2220,2446,Payment,60,8
2221,2961,Payment,44,7
2222,2131,Payment,43,4
2223,2600,Payment,4,5
2224,2648,Payment,50,8
2225,2374,General,39,7
2226,2551,Payment,54,2
2227,2530,General,23,8
2228,2105,General,60,8
2229,2387,General,35,9
2230,2658,General,54,2
2231,2336,Technical,58,4
2232,2736,Technical,62,2
2233,2117,Technical,48,4
2234,2001,Technical,7,3
2235,2629,Technical,45,7
2236,2896,Payment,13,5
2237,2538,Technical,53,7
2238,2436,Payment,39,2
2239,2496,Payment,18,4
2240,2012,General,22,6
2241,2294,General,36,5
2242,2508,General,53,2
2243,2853,Technical,3,7
2244,2681,Payment,62,2
2245,2565,Technical,29,9
2246,2781,General,8,7
2247,2760,General,46,3
2248,2128,Payment,56,6
2249,2076,Payment,49,5
2250,2269,General,43,9
2251,2146,Technical,10,3
2252,2915,Technical,13,2
2253,2403,Payment,57,2
2254,2499,General,2,4
2255,2966,Technical,65,1
2256,2560,Payment,42,9
2257,2199,Payment,58,3
2258,2583,Payment,10,5
2259,2924,Technical,63,2
2260,2503,Payment,71,8
2261,2604,Technical,61,3
2262,2403,Payment,1,5
2263,2976,Technical,26,7
2264,2209,General,5,2
2265,2342,Technical,35,3
2266,2851,General,13,8
2267,2048,Payment,27,8
2268,2541,Technical,12,3
2269,2176,Payment,50,7
2270,2511,General,59,2
2271,2019,Payment,31,9
2272,2495,Payment,69,8
2273,2355,Payment,37,9
2274,2559,General,2,9
2275,2345,General,71,7
2276,2060,Technical,65,4
2277,2688,Technical,3,5
2278,2767,Technical,20,7
2279,2916,Technical,2,5
2280,2229,Payment,42,8
2281,2147,General,43,5
2282,2298,General,21,5
2283,2333,Payment,45,5
2284,2751,Technical,20,4
2285,2332,General,43,7
2286,2433,Payment,50,2
2287,2399,Payment,43,4
2288,2700,Technical,24,3
2289,2836,Technical,60,8
2290,2335,General,32,7
2291,2209,General,5,3
2292,2411,Technical,2,4
2293,2587,General,26,4
2294,2695,Technical,25,7
2295,2599,Payment,50,8
2296,2271,Payment,39,4
2297,2180,Payment,11,8
2298,2415,General,63,1
2299,2757,Technical,68,9
2300,2346,Payment,18,7
2301,2519,Payment,28,4
2302,2781,General,42,8
2303,2438,General,60,2
2304,2013,Payment,22,8
2305,2404,General,40,6
2306,2738,General,62,7
2307,2778,General,3,7
2308,2754,General,71,2
2309,2380,Technical,63,2
2310,2692,General,20,4
2311,2421,General,71,6
2312,2180,Technical,71,4
2313,2638,General,26,6
2314,2283,General,41,5
2315,2418,Payment,3,6
2316,2356,Payment,43,9
2317,2702,Payment,17,6
2318,2016,Technical,53,6
2319,2315,General,52,8
2320,2533,Technical,33,5
2321,2016,Technical,60,5
2322,2465,General,68,1
2323,2463,General,56,6
2324,2781,Payment,64,1
2325,2545,General,8,8
2326,2694,Technical,69,9
2327,2069,Payment,33,6
2328,2411,Technical,25,9
2329,2052,General,71,2
2330,2065,Payment,7,9
2331,2812,General,59,4
2332,2926,Payment,33,3
2333,2919,Payment,41,1
2334,2847,Payment,33,1
2335,2740,General,29,8
2336,2467,Payment,39,2
2337,2734,Payment,57,1
2338,2272,General,64,2
2339,2439,Technical,66,3
2340,2530,General,9,4
2341,2730,General,29,9
2342,2273,Payment,28,7
2343,2459,General,53,5
2344,2820,General,46,5
2345,2173,General,39,6
2346,2568,Payment,58,1
2347,2861,General,54,6
2348,2950,Payment,6,6
2349,2521,General,45,5
2350,2497,Payment,40,9
2351,2913,Payment,23,5
2352,2795,General,42,9
2353,2805,Technical,38,7
2354,2534,General,16,3
2355,2072,Technical,47,9
2356,2963,Payment,21,7
2357,2934,Technical,21,4
2358,2867,Technical,25,9
2359,2992,Payment,61,6
2360,2840,Technical,54,9
2361,2172,General,60,4
2362,2635,Technical,42,2
2363,2603,Payment,61,9
2364,2736,Technical,32,4
2365,2292,Payment,53,2
2366,2866,Payment,44,7
2367,2252,General,11,7
2368,2409,Payment,47,5
2369,2991,Technical,60,5
2370,2810,General,36,8
2371,2367,General,60,6
2372,2256,Technical,33,1
2373,2525,Technical,42,4
2374,2440,General,13,1
2375,2335,Payment,14,5
2376,2630,General,58,5
2377,2435,General,40,4
2378,2690,General,65,9
2379,2461,Payment,5,8
2380,2308,Technical,30,3
2381,2673,Technical,45,5
2382,2095,Technical,58,6
2383,2409,Payment,39,5
2384,2880,Payment,12,8
2385,2826,Technical,34,5
2386,2168,Technical,14,8
2387,2087,Technical,38,3
2388,2934,Technical,16,5
2389,2003,Payment,61,4
2390,2372,Technical,59,6
2391,2528,General,67,3
2392,2642,Technical,11,4
2393,2023,Payment,11,4
2394,2098,General,16,5
2395,2670,General,38,6
2396,2751,General,30,2
2397,2522,Payment,41,8
2398,2321,Technical,1,4
2399,2534,Payment,38,7
2400,2820,Payment,60,7
2401,2367,General,19,2
2402,2184,General,59,7
2403,2417,Payment,68,1
2404,2729,General,10,2
2405,2214,Payment,17,5
2406,2848,General,29,8
2407,2670,Technical,6,7
2408,2210,Technical,66,3
2409,2920,Technical,63,9
2410,2133,General,31,5
2411,2053,General,25,3
2412,2741,Technical,21,7
2413,2695,Payment,16,4
2414,2023,Payment,4,1
2415,2106,Technical,46,5
2416,2603,General,8,8
2417,2631,Payment,6,4
2418,2460,Payment,53,7
2419,2650,Payment,64,8
2420,2482,General,51,9
2421,2120,Payment,63,9
2422,2673,Payment,6,5
2423,2208,Technical,62,6
2424,2861,General,33,7
2425,2318,Technical,2,2
2426,2338,Payment,41,9
2427,2155,General,16,1
2428,2775,General,59,6
2429,2868,Technical,9,6
2430,2155,Technical,69,7
2431,2842,General,10,2
2432,2394,General,7,6
2433,2505,Technical,66,6
2434,2971,Payment,20,9
2435,2313,General,63,8
2436,2798,Payment,4,5
2437,2259,Technical,28,7
2438,2157,General,35,7
2439,2014,Technical,2,5
2440,2077,General,41,7
2441,2339,General,28,3
2442,2409,Technical,1,7
2443,2394,Technical,27,6
2444,2847,Payment,67,6
2445,2220,Technical,39,2
2446,2744,Technical,40,2
2447,2433,Payment,28,7
2448,2806,Technical,24,1
2449,2455,Payment,51,9
2450,2654,Payment,56,3
2451,2763,Technical,26,6
2452,2926,Payment,52,3
2453,2808,Payment,6,9
2454,2140,Payment,59,7
2455,2988,Technical,12,1
2456,2498,Technical,63,4
2457,2654,Payment,36,5
2458,2641,Technical,9,7
2459,2836,General,67,7
2460,2817,Payment,29,5
2461,2530,General,71,1
2462,2755,Technical,8,5
2463,2676,General,43,5
2464,2832,Technical,35,4
2465,2096,Technical,22,6
2466,2028,Payment,66,8
2467,2988,General,21,5
2468,2230,Payment,71,8
2469,2416,General,41,5
2470,2456,Technical,41,3
2471,2025,Technical,49,8
2472,2687,Payment,4,4
2473,2404,General,65,3
2474,2673,General,10,3
2475,2542,Technical,67,6
2476,2165,Payment,10,8
2477,2208,Technical,17,5
2478,2949,Technical,67,1
2479,2985,Payment,53,1
2480,2614,General,35,3
2481,2373,General,4,6
2482,2618,Technical,68,2
2483,2842,General,11,1
2484,2069,Payment,44,7
2485,2520,General,60,2
2486,2635,General,70,8
2487,2353,Technical,62,2
2488,2101,General,32,1
2489,2001,Payment,46,2
2490,2351,Technical,23,2
2491,2007,Payment,37,7
2492,2318,General,58,1
2493,2623,General,43,3
2494,2855,Technical,15,5
2495,2509,Payment,67,7
2496,2186,General,2,6
2497,2728,General,71,8
2498,2462,Technical,5,1
2499,2343,General,53,7
2500,2635,General,45,9
2501,2713,General,41,7
2502,2008,Payment,63,6
2503,2576,Payment,32,9
2504,2136,Payment,2,4
2505,2899,General,10,6
2506,2383,Technical,43,6
2507,2186,Technical,43,3
2508,2639,Technical,67,7
2509,2928,Payment,23,1
2510,2372,Payment,60,8
2511,2964,Payment,6,8
2512,2561,Payment,13,8
2513,2166,General,21,9
2514,2898,Technical,58,4
2515,2639,Technical,28,6
2516,2905,Payment,70,7
2517,2814,Technical,8,2
2518,2321,Technical,58,6
2519,2689,Payment,40,8
2520,2715,Payment,1,4
2521,2157,Payment,65,5
2522,2858,Payment,10,8
2523,2731,General,60,3
2524,2998,Technical,69,6
2525,2285,General,20,1
2526,2801,Technical,62,4
2527,2028,General,13,6
2528,2351,Payment,58,3
2529,2083,General,37,1
2530,2624,Payment,10,6
2531,2666,Payment,3,3
2532,2370,General,34,8
2533,2541,Technical,34,7
2534,2395,General,30,7
2535,2480,Payment,37,8
2536,2213,Payment,68,7
2537,2614,Technical,34,5
2538,2930,Technical,32,8
2539,2360,Technical,58,8
2540,2214,Payment,24,8
2541,2304,General,9,6
2542,2155,Technical,41,2
2543,2380,Payment,24,8
2544,2200,General,25,1
2545,2680,Technical,36,9
2546,2238,General,8,9
2547,2671,General,59,6
2548,2705,Payment,35,6
2549,2167,Payment,38,6
2550,2226,Payment,32,4
2551,2879,General,51,1
2552,2251,Technical,28,1
2553,2280,Technical,56,1
2554,2476,Technical,8,5
2555,2498,Payment,41,7
2556,2964,Technical,23,1
2557,2978,Technical,54,1
2558,2733,Payment,23,6
2559,2535,Technical,32,2
2560,2997,Technical,10,2
2561,2701,Technical,35,7
2562,2411,General,63,9
2563,2784,General,67,8
2564,2429,Payment,36,2
2565,2539,Payment,49,7
2566,2969,General,46,5
2567,2901,Payment,27,4
2568,2443,Payment,31,4
2569,2968,Technical,34,4
2570,2210,Payment,59,9
2571,2547,Payment,54,7
2572,2710,Technical,66,7
2573,2491,Technical,30,4
2574,2471,General,23,9
2575,2686,Payment,9,8
2576,2730,Technical,55,4
2577,2568,Payment,1,6
2578,2895,Payment,56,4
2579,2999,General,39,1
2580,2664,General,18,5
2581,2906,General,42,3
2582,2463,General,65,1
2583,2550,General,33,2
2584,2980,Technical,30,2
2585,2477,General,5,8
2586,2198,Technical,50,4
2587,2944,General,65,3
2588,2521,Technical,10,4
2589,2499,Payment,60,1
2590,2511,General,27,1
2591,2690,Technical,28,5
2592,2325,General,45,7
2593,2688,Technical,52,9
2594,2935,Technical,66,7
2595,2467,General,62,5
2596,2773,Technical,60,3
2597,2596,Payment,40,8
2598,2139,General,15,7
2599,2242,Payment,7,4
2600,2316,Technical,39,1
2601,2667,Technical,51,3
2602,2733,General,7,8
2603,2135,Payment,12,2
2604,2188,Payment,14,9
2605,2690,General,34,4
2606,2579,Payment,39,7
2607,2069,General,64,7
2608,2439,General,12,8
2609,2077,Technical,34,7
2610,2400,Technical,27,4
2611,2374,Payment,22,7
2612,2012,General,18,5
2613,2487,General,46,7
2614,2795,General,44,3
2615,2758,General,18,7
2616,2749,Technical,37,7
2617,2764,Payment,7,2
2618,2417,Technical,68,8
2619,2207,General,60,7
2620,2341,Payment,48,9
2621,2620,Payment,51,4
2622,2721,General,52,9
2623,2311,General,52,1
2624,2308,Technical,54,5
2625,2293,Technical,41,7
2626,2625,General,42,4
2627,2376,General,22,7
2628,2527,Technical,39,9
2629,2340,Payment,23,5
2630,2083,Payment,48,5
2631,2577,Payment,33,2
2632,2452,Technical,41,5
2633,2003,General,30,8
2634,2456,Payment,47,4
2635,2873,General,57,2
2636,2236,Technical,57,8
2637,2389,Technical,62,4
2638,2393,General,57,5
2639,2641,General,68,7
2640,2759,General,25,5
2641,2747,General,40,4
2642,2030,Payment,17,7
2643,2583,General,48,4
2644,2982,Payment,39,4
2645,2148,Technical,15,2
2646,2605,Payment,17,5
2647,2283,General,35,8
2648,2729,Payment,33,4
2649,2238,Technical,18,2
2650,2739,General,30,9
2651,2731,Technical,37,6
2652,2319,Technical,7,3
2653,2971,General,28,5
2654,2337,Payment,18,6
2655,2031,Technical,47,9
2656,2978,General,23,5
2657,2915,Technical,20,9
2658,2626,Payment,31,1
2659,2614,Technical,14,4
2660,2605,Technical,23,1
2661,2207,Technical,2,2
2662,2958,Technical,29,2
2663,2903,Payment,50,5
2664,2229,General,59,1
2665,2933,Technical,33,3
2666,2583,Payment,48,6
2667,2342,Technical,44,1
2668,2460,Technical,12,1
2669,2136,Technical,42,3
2670,2953,Payment,35,9
2671,2978,Technical,41,2
2672,2284,Technical,55,6
2673,2850,General,13,3
2674,2351,Payment,39,6
2675,2017,General,66,7
2676,2215,General,35,7
2677,2395,General,33,2
2678,2399,General,36,3
2679,2414,Technical,13,4
2680,2244,General,56,8
2681,2095,Payment,46,5
2682,2633,Technical,46,1
2683,2006,General,44,9
2684,2780,General,46,1
2685,2087,Payment,69,2
2686,2189,Payment,31,7
2687,2615,General,24,3
2688,2616,General,32,6
2689,2420,General,67,8
2690,2803,General,16,5
2691,2067,General,57,1
2692,2618,Payment,24,3
2693,2248,Payment,34,2
2694,2860,Technical,52,6
2695,2207,Technical,48,5
2696,2205,Payment,53,7
2697,2319,Technical,55,2
2698,2083,General,38,6
2699,2424,Technical,2,5
2700,2082,General,69,6
2701,2799,General,53,5
2702,2549,Technical,50,7
2703,2725,Technical,29,5
2704,2487,General,55,7
2705,2133,Payment,61,1
2706,2115,Technical,50,9
2707,2377,Technical,16,6
2708,2977,Payment,70,9
2709,2211,Technical,44,1
2710,2132,General,16,2
2711,2374,Payment,28,7
2712,2154,Payment,57,4
2713,2920,General,26,1
2714,2423,General,11,5
2715,2952,General,1,4
2716,2950,Payment,69,6
2717,2806,General,43,7
2718,2366,Technical,46,3
2719,2694,Technical,36,6
2720,2147,General,66,2
2721,2734,Technical,57,4
2722,2794,Technical,6,9
2723,2127,Payment,62,7
2724,2308,General,27,2
2725,2715,Technical,26,6
2726,2118,General,13,4
2727,2573,General,18,8
2728,2231,Technical,38,8
2729,2451,Technical,6,1
2730,2500,Payment,28,8
2731,2662,Payment,5,7
2732,2145,Payment,59,1
2733,2907,Technical,45,3
2734,2623,Payment,53,5
2735,2679,General,2,3
2736,2701,Payment,49,3
2737,2987,Payment,63,1
2738,2049,Payment,70,8
2739,2107,General,58,9
2740,2093,General,4,5
2741,2636,Technical,30,1
2742,2829,Payment,57,1
2743,2140,General,47,9
2744,2909,General,18,1
2745,2314,General,44,9
2746,2011,Technical,52,3
2747,2448,Technical,49,3
2748,2927,Technical,30,4
2749,2395,Payment,52,5
2750,2505,General,37,6
2751,2378,Technical,63,6
2752,2361,Technical,12,9
2753,2683,General,17,1
2754,2548,General,34,9
2755,2642,Payment,28,4
2756,2855,Payment,4,7
2757,2573,Payment,46,6
2758,2932,Technical,14,9
2759,2846,Technical,13,2
2760,2997,General,58,2
2761,2561,Payment,49,7
2762,2923,General,50,9
2763,2396,Payment,67,5
2764,2186,Payment,21,7
2765,2221,Payment,51,8
2766,2518,Payment,38,8
2767,2300,General,26,4
2768,2175,General,6,7
2769,2791,Technical,18,1
2770,2371,Payment,6,4
2771,2970,General,41,5
2772,2866,Payment,57,7
2773,2509,Payment,50,6
2774,2876,Technical,25,4
2775,2204,Technical,48,3
2776,2608,General,24,6
2777,2282,General,30,5
2778,2647,Technical,45,3
2779,2416,General,43,4
2780,2033,General,56,2
2781,2082,Technical,70,9
2782,2483,Payment,33,7
2783,2148,Payment,45,3
2784,2607,Technical,7,8
2785,2965,Payment,18,8
2786,2992,Payment,70,1
2787,2948,Technical,45,5
2788,2495,General,37,5
2789,2170,Technical,21,3
2790,2723,Technical,44,2
2791,2897,Payment,30,1
2792,2703,Technical,11,4
2793,2007,Payment,8,2
2794,2380,Technical,5,5
2795,2826,General,8,2
2796,2854,Payment,5,1
2797,2434,Technical,10,9
2798,2034,Payment,15,2
2799,2563,Technical,56,4
2800,2632,Technical,55,3
2801,2138,Technical,3,1
2802,2367,Payment,41,8
2803,2106,Payment,10,2
2804,2794,General,7,8
2805,2032,General,63,1
2806,2636,General,63,6
2807,2682,General,26,4
2808,2987,Technical,34,3
2809,2958,Payment,39,1
2810,2524,Technical,60,1
2811,2168,Payment,69,7
2812,2855,Payment,26,6
2813,2078,Technical,62,3
2814,2546,Technical,10,2
2815,2209,Payment,54,3
2816,2838,General,31,8
2817,2411,General,38,7
2818,2008,Payment,25,7
2819,2737,Technical,65,5
2820,2227,Technical,50,3
2821,2175,Payment,24,1
2822,2081,Technical,27,1
2823,2794,Payment,50,6
2824,2057,Payment,50,4
2825,2135,Payment,15,7
2826,2238,Technical,17,1
2827,2472,General,29,6
2828,2217,Payment,5,7
2829,2739,Technical,11,1
2830,2026,General,52,2
2831,2187,Payment,34,9
2832,2882,General,33,9
2833,2630,Technical,49,6
2834,2709,General,31,4
2835,2116,General,18,7
2836,2815,Technical,5,5
2837,2614,Payment,30,3
2838,2892,Technical,45,4
2839,2163,Technical,38,2
2840,2414,Payment,29,6
2841,2178,Payment,36,3
2842,2985,Technical,9,7
2843,2280,Payment,23,4
2844,2798,Payment,3,8
2845,2212,Technical,56,1
2846,2054,Technical,40,9
2847,2067,Technical,56,3
2848,2544,Technical,58,3
2849,2763,General,31,5
2850,2520,General,11,1
2851,2499,Payment,42,3
2852,2946,General,3,4
2853,2431,General,57,2
2854,2727,General,14,6
2855,2046,Payment,46,4
2856,2592,General,19,1
2857,2035,Technical,60,3
2858,2189,Technical,31,7
2859,2089,Payment,36,3
2860,2335,Payment,32,6
2861,2947,Payment,63,6
2862,2959,General,26,1
2863,2136,Payment,65,2
2864,2546,Payment,2,6
2865,2793,Payment,70,2
2866,2113,Technical,45,2
2867,2172,Payment,25,4
2868,2339,Technical,40,8
2869,2555,Technical,18,6
2870,2894,Payment,12,8
2871,2946,Payment,24,4
2872,2525,General,43,3
2873,2174,Payment,32,7
2874,2637,Payment,47,7
2875,2332,Payment,45,2
2876,2207,Payment,35,1
2877,2343,Payment,9,8
2878,2949,Payment,10,3
2879,2959,General,65,6
2880,2104,General,59,7
2881,2642,Payment,57,8
2882,2040,General,10,6
2883,2023,Technical,19,7
2884,2252,General,50,5
2885,2955,Technical,68,3
2886,2837,Payment,5,2
2887,2290,Technical,29,7
2888,2202,Payment,5,8
2889,2155,General,60,8
2890,2567,Technical,65,3
2891,2106,Technical,28,2
2892,2260,Technical,1,9
2893,2964,Payment,29,6
2894,2200,Payment,51,3
2895,2838,General,36,5
2896,2217,General,32,1
2897,2411,Payment,64,2
2898,2559,General,14,9
2899,2882,Technical,32,3
2900,2117,Technical,9,8
2901,2886,Technical,11,8
2902,2424,General,48,5
2903,2212,Technical,51,8
2904,2155,Technical,4,2
2905,2263,Payment,41,2
2906,2507,Payment,25,4
2907,2151,General,17,8
2908,2212,Payment,47,2
2909,2192,General,8,4
2910,2881,General,58,8
2911,2755,Payment,1,3
2912,2098,Payment,2,8
2913,2541,General,10,2
2914,2701,General,27,1
2915,2172,General,13,6
2916,2371,Technical,63,8
2917,2709,Technical,11,9
2918,2155,Payment,14,8
2919,2140,Technical,26,2
2920,2913,Technical,69,1
2921,2805,General,39,7
2922,2802,Technical,28,7
2923,2256,Payment,17,3
2924,2990,Technical,37,6
2925,2676,Technical,27,7
2926,2646,Technical,67,9
2927,2864,Payment,68,1
2928,2416,Payment,47,3
2929,2329,General,34,5
2930,2378,Technical,18,3
2931,2918,General,35,8
2932,2266,General,18,6
2933,2541,Payment,70,2
2934,2139,General,34,1
2935,2860,Technical,33,5
2936,2962,General,43,9
2937,2824,Payment,27,9
2938,2597,Payment,48,1
2939,2512,Payment,69,3
2940,2249,Technical,71,6
2941,2863,General,22,5
2942,2826,Technical,34,4
2943,2745,Payment,43,2
2944,2308,Technical,16,4
2945,2573,Payment,14,5
2946,2785,Technical,39,2
2947,2219,Technical,71,1
2948,2798,General,12,7
2949,2761,General,55,7
2950,2584,Payment,6,8
2951,2293,General,40,6
2952,2901,General,13,1
2953,2410,Technical,69,8
2954,2198,Payment,24,2
2955,2080,Technical,59,3
2956,2385,Technical,46,8
2957,2137,General,44,4
2958,2213,General,11,5
2959,2839,Payment,61,9
2960,2619,General,36,7
2961,2960,Technical,10,7
2962,2207,General,1,1
2963,2664,Payment,63,1
2964,2133,Payment,12,8
2965,2947,Technical,5,1
2966,2166,Technical,36,2
2967,2503,General,17,4
2968,2925,Payment,58,9
2969,2430,Technical,22,7
2970,2180,General,31,7
2971,2121,General,26,7
2972,2174,General,13,5
2973,2331,Technical,63,1
2974,2068,Technical,67,5
2975,2699,General,63,8
2976,2138,General,11,7
2977,2866,Technical,69,7
2978,2900,Payment,64,2
2979,2308,General,68,1
2980,2330,Payment,32,4
2981,2993,Payment,10,8
2982,2238,Technical,54,1
2983,2530,Technical,55,2
2984,2076,Payment,62,7
2985,2947,Technical,55,5
2986,2151,Payment,35,6
2987,2620,Payment,67,8
2988,2665,Technical,65,9
2989,2316,Technical,17,8
2990,2037,General,42,1
2991,2964,Technical,59,4
2992,2845,General,70,5
2993,2658,Technical,11,9
2994,2126,Technical,28,6
2995,2797,Technical,39,6
2996,2620,Technical,54,3
2997,2286,Payment,11,2
2998,2240,Technical,58,2
2999,2887,Payment,40,7
3000,2614,Technical,4,5
3001,2220,Technical,64,1
3002,2007,Payment,48,5
3003,2216,Technical,70,1
3004,2681,General,31,9
3005,2586,General,2,8
3006,2293,Technical,43,4
3007,2539,General,41,1
3008,2789,General,60,8
3009,2484,General,46,5
3010,2043,General,40,1
3011,2307,Payment,59,2
3012,2093,Payment,45,5
3013,2583,Payment,42,9
3014,2269,General,21,8
3015,2621,General,3,8
3016,2693,Payment,66,9
3017,2215,General,11,2
3018,2959,Payment,24,7
3019,2114,Payment,50,5
3020,2185,Payment,21,3
3021,2921,General,25,8
3022,2125,Payment,4,2
3023,2105,Technical,43,4
3024,2237,Payment,47,5
3025,2653,Payment,23,5
3026,2805,Technical,60,4
3027,2158,General,21,3
3028,2474,Payment,66,3
3029,2908,Technical,51,5
3030,2505,General,15,6
3031,2961,Technical,58,1
3032,2274,Payment,26,4
3033,2890,Technical,59,6
3034,2853,General,45,2
3035,2117,Payment,66,5
3036,2886,Technical,35,9
3037,2574,General,64,3
3038,2536,General,27,3
3039,2060,Payment,31,9
3040,2401,Payment,12,3
3041,2874,Payment,45,4
3042,2828,Payment,32,9
3043,2777,Technical,54,4
3044,2180,General,66,5
3045,2232,Payment,32,2
3046,2476,Payment,15,8
3047,2655,Payment,55,9
3048,2845,Technical,41,4
3049,2924,General,40,3
3050,2245,General,49,4
3051,2593,Payment,38,7
3052,2638,General,56,1
3053,2649,Technical,34,2
3054,2568,General,1,5
3055,2213,Payment,10,9
3056,2606,General,40,6
3057,2895,Technical,16,3
3058,2459,Technical,46,3
3059,2990,General,24,7
3060,2804,General,14,3
3061,2128,Payment,39,3
3062,2952,Payment,18,7
3063,2217,Payment,41,9
3064,2711,General,56,9
3065,2020,Technical,36,3
3066,2567,Technical,24,8
3067,2758,General,29,1
3068,2763,Technical,22,8
3069,2060,Technical,11,2
3070,2675,General,41,4
3071,2714,Technical,49,7
3072,2739,General,11,6
3073,2129,Payment,52,9
3074,2974,Technical,67,8
3075,2557,General,8,2
3076,2197,Technical,31,4
3077,2936,Technical,6,1
3078,2492,Payment,71,7
3079,2678,General,13,4
3080,2504,Payment,6,8
3081,2247,Technical,67,2
3082,2738,Technical,27,8
3083,2792,Technical,45,2
3084,2260,General,26,8
3085,2347,Payment,4,1
3086,2197,General,37,2
3087,2107,Technical,21,5
3088,2781,Payment,28,1
3089,2744,Technical,32,5
3090,2917,Payment,53,5
3091,2613,General,33,7
3092,2160,General,26,2
3093,2422,General,17,2
3094,2607,General,56,6
3095,2928,General,30,3
3096,2207,Payment,5,8
3097,2313,Payment,6,3
3098,2432,Technical,62,4
3099,2926,Payment,10,7
3100,2235,Technical,70,1
3101,2327,General,10,1
3102,2934,Payment,44,9
3103,2479,Payment,56,6
3104,2428,General,4,5
3105,2666,General,13,2
3106,2100,General,19,2
3107,2238,Technical,70,7
3108,2107,Technical,62,6
3109,2858,Payment,9,8
3110,2364,General,46,3
3111,2642,Payment,56,3
3112,2811,General,40,5
3113,2493,General,67,4
3114,2043,General,62,8
3115,2575,General,46,6
3116,2073,General,6,8
3117,2698,Technical,29,7
3118,2629,Payment,19,2
3119,2304,General,15,9
3120,2005,Technical,57,6
3121,2987,Technical,38,6
3122,2588,General,21,2
3123,2803,General,51,9
3124,2349,Technical,39,1
3125,2400,General,20,6
3126,2595,Technical,2,8
3127,2433,General,32,2
3128,2572,Technical,4,3
3129,2107,General,7,7
3130,2117,Technical,3,1
3131,2819,Payment,25,5
3132,2383,General,9,6
3133,2859,General,26,7
3134,2082,Technical,64,7
3135,2827,General,18,3
3136,2832,Payment,2,7
3137,2873,Payment,1,1
3138,2653,Technical,48,4
3139,2734,Technical,63,7
3140,2410,General,36,7
3141,2070,Technical,63,4
3142,2387,Payment,26,1
3143,2983,Payment,6,8
3144,2524,General,26,4
3145,2297,Payment,43,2
3146,2617,Technical,1,4
3147,2719,General,9,8
3148,2065,General,27,8
3149,2575,General,71,5
3150,2178,Technical,3,2
3151,2943,General,61,7
3152,2008,General,2,3
3153,2159,Payment,31,6
3154,2011,Payment,65,9
3155,2785,General,18,5
3156,2411,Technical,6,9
3157,2892,Technical,42,4
3158,2607,Technical,68,9
3159,2155,Technical,4,1
3160,2206,Payment,4,4
3161,2115,Technical,65,1
3162,2379,Technical,41,9
3163,2599,General,43,8
3164,2824,Technical,55,8
3165,2709,Technical,19,7
3166,2350,Technical,21,9
3167,2098,Technical,58,3
3168,2943,Payment,30,7
3169,2019,General,7,6
3170,2313,Payment,69,5
3171,2927,General,64,9
3172,2528,General,2,4
3173,2557,General,67,3
3174,2667,General,9,3
3175,2445,Payment,23,2
3176,2922,General,14,1
3177,2231,Technical,54,3
3178,2669,Technical,45,8
3179,2625,General,16,6
3180,2889,Technical,57,2
3181,2359,Technical,8,8
3182,2383,General,25,5
3183,2512,General,41,4
3184,2044,General,62,1
3185,2365,Payment,18,1
3186,2925,General,50,4
3187,2877,General,41,9
3188,2622,Payment,34,6
3189,2111,Technical,12,1
3190,2223,Payment,42,8
3191,2386,Technical,55,9
3192,2902,Payment,59,2
3193,2265,General,51,6
3194,2271,Payment,53,7
3195,2212,General,9,1
3196,2496,Technical,3,5
3197,2314,General,8,5
3198,2770,Payment,59,3
3199,2387,Payment,30,2
3200,2247,Technical,67,1
3201,2948,General,55,6
3202,2567,Technical,34,7
3203,2821,General,43,2
3204,2350,General,28,2
3205,2072,Technical,37,5
3206,2296,Technical,30,5
3207,2213,General,71,3
3208,2295,Technical,62,3
3209,2171,General,29,1
3210,2246,Technical,2,3
3211,2141,Technical,57,9
3212,2616,Technical,57,2
3213,2617,Payment,42,1
